file	vowel	point	time	F1	F2	variety	speaker	gender	repetition	type	count	element	target
F2-05-34-tui5	ui	target	0.0492064495322011	411.021304991345	1301.14642210305	Cangnan	F2	Female	5	diphthong	1	onset	u(i)
F2-05-34-tui5	ui	target	0.335352019455682	320.112160200799	2735.06881270851	Cangnan	F2	Female	5	diphthong	2	offset	(u)i
F2-05-35-tEu5	əu	target	0.0262923152151127	717.656971008198	1574.87637159422	Cangnan	F2	Female	5	diphthong	1	onset	ə(u)
F2-05-35-tEu5	əu	target	0.313600357583472	452.95399531699	889.651640091603	Cangnan	F2	Female	5	diphthong	2	offset	(ə)u
F2-05-36-kEu1	əu	target	0.033110662991132	710.740915308535	1632.14394133991	Cangnan	F2	Female	5	diphthong	1	onset	ə(u)
F2-05-36-kEu1	əu	target	0.361309225815787	567.608463423809	1072.91900779226	Cangnan	F2	Female	5	diphthong	2	offset	(ə)u
F2-05-39-pai2	ai	target	0.105659803840845	1116.2849999998	1693.60280969787	Cangnan	F2	Female	5	diphthong	1	onset	a(i)
F2-05-39-pai2	ai	target	0.390921544241432	744.441704471357	2475.34996745203	Cangnan	F2	Female	5	diphthong	2	offset	(a)i
F2-05-40-tai3	ai	target	0.10415512339406	1115.16284484774	1720.72535219048	Cangnan	F2	Female	5	diphthong	1	onset	a(i)
F2-05-40-tai3	ai	target	0.34813912681206	738.516447281296	2327.93421195154	Cangnan	F2	Female	5	diphthong	2	offset	(a)i
F2-05-43-pau1	au	target	0.099294491870706	1063.63049739608	1513.66199887462	Cangnan	F2	Female	5	diphthong	1	onset	a(u)
F2-05-43-pau1	au	target	0.387986366717181	558.286459041659	963.669399176206	Cangnan	F2	Female	5	diphthong	2	offset	(a)u
F2-05-44-tau5	au	target	0.0938821472216995	1159.08546125537	1629.86616612551	Cangnan	F2	Female	5	diphthong	1	onset	a(u)
F2-05-44-tau5	au	target	0.349375480071939	844.582105007934	1196.10896773363	Cangnan	F2	Female	5	diphthong	2	offset	(a)u
F3-01-01-pi1	i	5	0.22051537936961	308.757387190143	2587.06299384425	Cangnan	F3	Female	1	monophthong	1	monophthong	i
F3-01-02-ti1	i	5	0.186269462924633	355.063435362202	2629.13887713363	Cangnan	F3	Female	1	monophthong	1	monophthong	i
F3-01-03-hu2	u	5	0.121894813627432	366.666755385217	998.741954235436	Cangnan	F3	Female	1	monophthong	1	monophthong	u
F3-01-04-tu2	u	5	0.180760968349361	418.316630519021	1118.78202167041	Cangnan	F3	Female	1	monophthong	1	monophthong	u
F3-01-05-pe2	e	5	0.2101894722956	471.460651340796	2329.328434314	Cangnan	F3	Female	1	monophthong	1	monophthong	e
F3-01-06-te4	e	5	0.192778462441516	459.474507266272	2382.2892063977	Cangnan	F3	Female	1	monophthong	1	monophthong	e
F3-01-07-pie3	ie	target	0.0712787330885043	390.795851216934	2790.10327903932	Cangnan	F3	Female	1	diphthong	1	onset	i(e)
F3-01-07-pie3	ie	target	0.357222927761465	819.922247135837	1973.15462373016	Cangnan	F3	Female	1	diphthong	2	offset	(i)e
F3-01-08-tie3	ie	target	0.103558909408708	427.625477028534	2557.55411838513	Cangnan	F3	Female	1	diphthong	1	onset	i(e)
F3-01-08-tie3	ie	target	0.361634286824059	1041.98813685805	2006.98970295541	Cangnan	F3	Female	1	diphthong	2	offset	(i)e
F3-01-09-pue1	ue	target	0.0859109131181718	517.202313363464	1040.27064016692	Cangnan	F3	Female	1	diphthong	1	onset	u(e)
F3-01-09-pue1	ue	target	0.350281556686089	540.25724676996	2236.7213253167	Cangnan	F3	Female	1	diphthong	2	offset	(u)e
F3-01-10-tue2	ue	target	0.0942277399348259	470.01608371613	1065.88923033313	Cangnan	F3	Female	1	diphthong	1	onset	u(e)
F3-01-10-tue2	ue	target	0.310166310618802	521.896172420581	2150.42707629208	Cangnan	F3	Female	1	diphthong	2	offset	(u)e
F3-01-11-pa5	a	5	0.157368930964213	1339.55362135845	1753.24524373149	Cangnan	F3	Female	1	monophthong	1	monophthong	a
F3-01-12-pha3	a	5	0.160205390469207	1296.95489421755	1837.21916626499	Cangnan	F3	Female	1	monophthong	1	monophthong	a
F3-01-13-tshia2	ia	target	0.0407256113479793	416.400751689997	2592.2099197948	Cangnan	F3	Female	1	diphthong	1	onset	i(a)
F3-01-13-tshia2	ia	target	0.317858430033009	1256.61706690488	1926.51154942335	Cangnan	F3	Female	1	diphthong	2	offset	(i)a
F3-01-14-hia1	ia	target	0.0508595926533625	529.51727912559	2666.99874570421	Cangnan	F3	Female	1	diphthong	1	onset	i(a)
F3-01-14-hia1	ia	target	0.322371571895159	1228.91583355584	1927.78836841105	Cangnan	F3	Female	1	diphthong	2	offset	(i)a
F3-01-15-tua5	ua	target	0.0459969194045531	581.282816841586	1091.49163136178	Cangnan	F3	Female	1	diphthong	1	onset	u(a)
F3-01-15-tua5	ua	target	0.263008026338855	1302.19059564675	1836.90663969227	Cangnan	F3	Female	1	diphthong	2	offset	(u)a
F3-01-16-sua1	ua	target	0.0230334475396241	NA	NA	Cangnan	F3	Female	1	diphthong	1	onset	u(a)
F3-01-16-sua1	ua	target	0.268228211671107	1136.33303716216	1782.75871844592	Cangnan	F3	Female	1	diphthong	2	offset	(u)a
F3-01-17-pO3	ɔ	5	0.145154364132318	793.656417973139	1146.38272536351	Cangnan	F3	Female	1	monophthong	1	monophthong	ɔ
F3-01-18-tO3	ɔ	5	0.141971864138335	810.052975409159	1206.02798737159	Cangnan	F3	Female	1	monophthong	1	monophthong	ɔ
F3-01-19-siO2	iɔ	target	0.0166664707782794	NA	NA	Cangnan	F3	Female	1	diphthong	1	onset	i(ɔ)
F3-01-19-siO2	iɔ	target	0.230205627624985	778.415692842791	1269.27952108423	Cangnan	F3	Female	1	diphthong	2	offset	(i)ɔ
F3-01-20-iO2	iɔ	target	0.0381876341085847	348.125231065886	2534.90689578944	Cangnan	F3	Female	1	diphthong	1	onset	i(ɔ)
F3-01-20-iO2	iɔ	target	0.328545334830755	742.308847865804	1200.40205525968	Cangnan	F3	Female	1	diphthong	2	offset	(i)ɔ
F3-01-21-po2	o	5	0.192961002797089	484.425833276264	844.620564163705	Cangnan	F3	Female	1	monophthong	1	monophthong	o
F3-01-22-to1	o	5	0.184473674713967	504.351188264567	970.194389948587	Cangnan	F3	Female	1	monophthong	1	monophthong	o
F3-01-23-tM1	ɯ	5	0.154110514460644	299.89598810404	1993.31575678034	Cangnan	F3	Female	1	monophthong	1	monophthong	ɯ
F3-01-24-tsM2	ɯ	5	0.192096239043559	342.565335568036	1607.652364934	Cangnan	F3	Female	1	monophthong	1	monophthong	ɯ
F3-01-25-tsE5	ə	5	0.182275749812285	472.933857394995	1729.89370592996	Cangnan	F3	Female	1	monophthong	1	monophthong	ə
F3-01-26-sE5	ə	5	0.154177808873574	512.819065620394	1747.49640741528	Cangnan	F3	Female	1	monophthong	1	monophthong	ə
F3-01-27-kA3	ɐ	5	0.12968979259847	1046.07940373815	1609.88709585186	Cangnan	F3	Female	1	monophthong	1	monophthong	ɐ
F3-01-28-tA2	ɐ	5	0.179455798467962	1029.86465984141	1499.55855108785	Cangnan	F3	Female	1	monophthong	1	monophthong	ɐ
F3-01-29-puA2	uɐ	target	0.0497406758318749	506.83224313024	772.796691842219	Cangnan	F3	Female	1	diphthong	1	onset	u(ɐ)
F3-01-29-puA2	uɐ	target	0.299287117293485	914.485501517666	1517.34688980332	Cangnan	F3	Female	1	diphthong	2	offset	(u)ɐ
F3-01-30-tuA2	uɐ	target	0.0605963897159312	461.499740636762	872.983625651025	Cangnan	F3	Female	1	diphthong	1	onset	u(ɐ)
F3-01-30-tuA2	uɐ	target	0.287832851150673	827.102737829181	1421.0087929643	Cangnan	F3	Female	1	diphthong	2	offset	(u)ɐ
F3-01-31-tiu1	iu	target	0.0416138975986537	493.509707121652	2476.42692921385	Cangnan	F3	Female	1	diphthong	1	onset	i(u)
F3-01-31-tiu1	iu	target	0.254182185332317	587.589369499799	1048.07848584091	Cangnan	F3	Female	1	diphthong	2	offset	(i)u
F3-01-32-kiu3	iu	target	0.0606093438904202	340.562511266067	2760.1371770884	Cangnan	F3	Female	1	diphthong	1	onset	i(u)
F3-01-32-kiu3	iu	target	0.274337030240849	425.249675242952	1024.0776175769	Cangnan	F3	Female	1	diphthong	2	offset	(i)u
F3-01-33-pui2	ui	target	0.0642397512909632	356.479656860496	1140.78212805979	Cangnan	F3	Female	1	diphthong	1	onset	u(i)
F3-01-33-pui2	ui	target	0.283470648553774	360.824338308251	2593.75250508914	Cangnan	F3	Female	1	diphthong	2	offset	(u)i
F3-01-34-tui5	ui	target	0.0618073737061084	361.972752741162	1222.34857967636	Cangnan	F3	Female	1	diphthong	1	onset	u(i)
F3-01-34-tui5	ui	target	0.314583684119552	303.846415269699	2547.40615372589	Cangnan	F3	Female	1	diphthong	2	offset	(u)i
F3-01-35-tEu5	əu	target	0.095213182494168	613.317248394303	1638.54952516562	Cangnan	F3	Female	1	diphthong	1	onset	ə(u)
F3-01-35-tEu5	əu	target	0.312616615855852	459.537987819574	1135.77979870834	Cangnan	F3	Female	1	diphthong	2	offset	(ə)u
F3-01-36-kEu1	əu	target	0.0834839871302818	767.982317690852	1645.2145199922	Cangnan	F3	Female	1	diphthong	1	onset	ə(u)
F3-01-36-kEu1	əu	target	0.32514816040215	531.585312594338	1033.338054748	Cangnan	F3	Female	1	diphthong	2	offset	(ə)u
F3-01-39-pai2	ai	target	0.109178592229218	1275.57752399197	1719.71792710491	Cangnan	F3	Female	1	diphthong	1	onset	a(i)
F3-01-39-pai2	ai	target	0.339751563230784	636.730085018114	2470.37230709377	Cangnan	F3	Female	1	diphthong	2	offset	(a)i
F3-01-40-tai3	ai	target	0.0984623670454631	1197.14074227193	1745.32902085713	Cangnan	F3	Female	1	diphthong	1	onset	a(i)
F3-01-40-tai3	ai	target	0.307936226348066	622.935135299873	2549.22952998599	Cangnan	F3	Female	1	diphthong	2	offset	(a)i
F3-01-43-pau1	au	target	0.0992382295675366	1200.32015590785	1735.22341074076	Cangnan	F3	Female	1	diphthong	1	onset	a(u)
F3-01-43-pau1	au	target	0.34038712741665	665.474124769779	1145.07185560735	Cangnan	F3	Female	1	diphthong	2	offset	(a)u
F3-01-44-tau5	au	target	0.0764814461830704	1233.48056031552	1784.87060786295	Cangnan	F3	Female	1	diphthong	1	onset	a(u)
F3-01-44-tau5	au	target	0.258358056008665	866.700988827701	1300.34374534618	Cangnan	F3	Female	1	diphthong	2	offset	(a)u
F3-02-01-pi1	i	5	0.178408792035541	307.274479795228	2560.28862622405	Cangnan	F3	Female	2	monophthong	1	monophthong	i
F3-02-02-ti1	i	5	0.174400200549084	321.31711195844	2689.89625960349	Cangnan	F3	Female	2	monophthong	1	monophthong	i
F3-02-03-hu2	u	5	0.127423139877349	399.512745162998	1024.75423710393	Cangnan	F3	Female	2	monophthong	1	monophthong	u
F3-02-04-tu2	u	5	0.150389554015702	379.774664312855	1167.83204138898	Cangnan	F3	Female	2	monophthong	1	monophthong	u
F3-02-05-pe2	e	5	0.170572068494176	1233.65218099128	1738.703150729	Cangnan	F3	Female	2	monophthong	1	monophthong	e
F3-02-06-te4	e	5	0.189644067438026	490.63250229031	2403.47095849355	Cangnan	F3	Female	2	monophthong	1	monophthong	e
F3-02-07-pie3	ie	target	0.0656304744521753	459.054614381946	2700.38180458215	Cangnan	F3	Female	2	diphthong	1	onset	i(e)
F3-02-07-pie3	ie	target	0.315998580695659	883.535662568547	2073.66517627085	Cangnan	F3	Female	2	diphthong	2	offset	(i)e
F3-02-08-tie3	ie	target	0.0633782986874445	385.77279614951	2548.06928128314	Cangnan	F3	Female	2	diphthong	1	onset	i(e)
F3-02-08-tie3	ie	target	0.332274575642913	853.107829083206	1849.25519966317	Cangnan	F3	Female	2	diphthong	2	offset	(i)e
F3-02-09-pue1	ue	target	0.0549231552633813	473.432326965185	914.432446233445	Cangnan	F3	Female	2	diphthong	1	onset	u(e)
F3-02-09-pue1	ue	target	0.270481775383104	536.643139979319	2286.14349403763	Cangnan	F3	Female	2	diphthong	2	offset	(u)e
F3-02-10-tue2	ue	target	0.0578403890933958	477.13999994704	1145.75897839328	Cangnan	F3	Female	2	diphthong	1	onset	u(e)
F3-02-10-tue2	ue	target	0.299047118078621	603.677520555418	2124.06085250616	Cangnan	F3	Female	2	diphthong	2	offset	(u)e
F3-02-11-pa5	a	5	0.139986048071783	1350.08380986129	1795.84670135973	Cangnan	F3	Female	2	monophthong	1	monophthong	a
F3-02-12-pha3	a	5	0.113803053771008	1250.51700124476	1804.76064087228	Cangnan	F3	Female	2	monophthong	1	monophthong	a
F3-02-13-tshia2	ia	target	0.0194312617335037	NA	NA	Cangnan	F3	Female	2	diphthong	1	onset	i(a)
F3-02-13-tshia2	ia	target	0.235118266975394	1186.50529547029	1833.09533047345	Cangnan	F3	Female	2	diphthong	2	offset	(i)a
F3-02-14-hia1	ia	target	0.0278919569466333	459.977680559859	2665.36676954421	Cangnan	F3	Female	2	diphthong	1	onset	i(a)
F3-02-14-hia1	ia	target	0.253132665874163	1184.47279298925	1850.98991806092	Cangnan	F3	Female	2	diphthong	2	offset	(i)a
F3-02-15-tua5	ua	target	0.0448195931355929	555.539601500466	1035.40877058716	Cangnan	F3	Female	2	diphthong	1	onset	u(a)
F3-02-15-tua5	ua	target	0.242485491066926	1284.32259574401	1754.70957678916	Cangnan	F3	Female	2	diphthong	2	offset	(u)a
F3-02-16-sua1	ua	target	0.0267738497610513	638.337754214627	1197.77625495426	Cangnan	F3	Female	2	diphthong	1	onset	u(a)
F3-02-16-sua1	ua	target	0.221840469448711	1278.41641313405	1805.15459639188	Cangnan	F3	Female	2	diphthong	2	offset	(u)a
F3-02-17-pO3	ɔ	5	0.160611522765991	789.209081038439	1138.7492539508	Cangnan	F3	Female	2	monophthong	1	monophthong	ɔ
F3-02-18-tO3	ɔ	5	0.141892372613062	812.445631323548	1181.82208724345	Cangnan	F3	Female	2	monophthong	1	monophthong	ɔ
F3-02-19-siO2	iɔ	target	0.030005106660152	413.254470779342	2186.5312681302	Cangnan	F3	Female	2	diphthong	1	onset	i(ɔ)
F3-02-19-siO2	iɔ	target	0.251513394063038	812.21802683573	1240.88369501695	Cangnan	F3	Female	2	diphthong	2	offset	(i)ɔ
F3-02-20-iO2	iɔ	target	0.0384738982323373	299.393737179736	2443.03437168335	Cangnan	F3	Female	2	diphthong	1	onset	i(ɔ)
F3-02-20-iO2	iɔ	target	0.31603559262277	709.066207316166	1005.95506923992	Cangnan	F3	Female	2	diphthong	2	offset	(i)ɔ
F3-02-21-po2	o	5	0.16207186410033	515.341187833926	811.977541381607	Cangnan	F3	Female	2	monophthong	1	monophthong	o
F3-02-22-to1	o	5	0.164433897994169	518.532151104031	982.434770022383	Cangnan	F3	Female	2	monophthong	1	monophthong	o
F3-02-23-tM1	ɯ	5	0.141038995339095	323.098789821596	1948.99098288763	Cangnan	F3	Female	2	monophthong	1	monophthong	ɯ
F3-02-24-tsM2	ɯ	5	0.178227570284471	345.984576851993	1616.67762455412	Cangnan	F3	Female	2	monophthong	1	monophthong	ɯ
F3-02-25-tsE5	ə	5	0.186994612797712	539.530374954343	1734.54519096545	Cangnan	F3	Female	2	monophthong	1	monophthong	ə
F3-02-26-sE5	ə	5	0.183398304737971	465.522517723798	1747.58898575472	Cangnan	F3	Female	2	monophthong	1	monophthong	ə
F3-02-27-kA3	ɐ	5	0.147159422195068	868.395656270028	1613.59058900861	Cangnan	F3	Female	2	monophthong	1	monophthong	ɐ
F3-02-28-tA2	ɐ	5	0.180638340053924	946.963894638823	1476.11322815266	Cangnan	F3	Female	2	monophthong	1	monophthong	ɐ
F3-02-29-puA2	uɐ	target	0.0574639083973092	547.056513162808	1392.46356563925	Cangnan	F3	Female	2	diphthong	1	onset	u(ɐ)
F3-02-29-puA2	uɐ	target	0.309629059364325	823.037172772409	1388.42046325875	Cangnan	F3	Female	2	diphthong	2	offset	(u)ɐ
F3-02-30-tuA2	uɐ	target	0.053349396556376	486.503822507912	909.035117134178	Cangnan	F3	Female	2	diphthong	1	onset	u(ɐ)
F3-02-30-tuA2	uɐ	target	0.315587979629266	836.824157921779	1501.56993776122	Cangnan	F3	Female	2	diphthong	2	offset	(u)ɐ
F3-02-31-tiu1	iu	target	0.0730985560450852	485.728446929969	2531.61762544131	Cangnan	F3	Female	2	diphthong	1	onset	i(u)
F3-02-31-tiu1	iu	target	0.344440396084442	584.823389165037	1039.87194729343	Cangnan	F3	Female	2	diphthong	2	offset	(i)u
F3-02-32-kiu3	iu	target	0.0476954198721515	336.53984090631	2544.39772507825	Cangnan	F3	Female	2	diphthong	1	onset	i(u)
F3-02-32-kiu3	iu	target	0.25387874536114	382.257290268728	935.699191003395	Cangnan	F3	Female	2	diphthong	2	offset	(i)u
F3-02-33-pui2	ui	target	0.0681870733173977	503.734876354987	1293.32978495762	Cangnan	F3	Female	2	diphthong	1	onset	u(i)
F3-02-33-pui2	ui	target	0.300449291804784	355.502960843612	2579.18128447857	Cangnan	F3	Female	2	diphthong	2	offset	(u)i
F3-02-34-tui5	ui	target	0.0566970675324692	368.900253627499	1362.659269806	Cangnan	F3	Female	2	diphthong	1	onset	u(i)
F3-02-34-tui5	ui	target	0.355253777576864	323.78866189609	2451.39030611842	Cangnan	F3	Female	2	diphthong	2	offset	(u)i
F3-02-35-tEu5	əu	target	0.0808826269657089	952.082823322642	1607.39613892511	Cangnan	F3	Female	2	diphthong	1	onset	ə(u)
F3-02-35-tEu5	əu	target	0.317753177365285	659.199399352861	1311.48150044731	Cangnan	F3	Female	2	diphthong	2	offset	(ə)u
F3-02-36-kEu1	əu	target	0.0829104179223268	792.029752149252	1651.13176468173	Cangnan	F3	Female	2	diphthong	1	onset	ə(u)
F3-02-36-kEu1	əu	target	0.329459818586088	529.602814913255	1010.00715133429	Cangnan	F3	Female	2	diphthong	2	offset	(ə)u
F3-02-39-pai2	ai	target	0.100770928167903	1192.03177444241	1722.6074911916	Cangnan	F3	Female	2	diphthong	1	onset	a(i)
F3-02-39-pai2	ai	target	0.32108997608779	583.007833994832	2531.76124842735	Cangnan	F3	Female	2	diphthong	2	offset	(a)i
F3-02-40-tai3	ai	target	0.0942411567584038	1164.85107230665	1699.56277495876	Cangnan	F3	Female	2	diphthong	1	onset	a(i)
F3-02-40-tai3	ai	target	0.302695106144542	670.337339338439	2522.94882070941	Cangnan	F3	Female	2	diphthong	2	offset	(a)i
F3-02-43-pau1	au	target	0.0997226809947438	1133.29656857228	1700.14102367691	Cangnan	F3	Female	2	diphthong	1	onset	a(u)
F3-02-43-pau1	au	target	0.315900036439725	656.010949339064	1336.87459671518	Cangnan	F3	Female	2	diphthong	2	offset	(a)u
F3-02-44-tau5	au	target	0.10135814552398	1153.85121693262	1728.85492369925	Cangnan	F3	Female	2	diphthong	1	onset	a(u)
F3-02-44-tau5	au	target	0.317499356508892	840.377213348091	1182.05696316534	Cangnan	F3	Female	2	diphthong	2	offset	(a)u
F3-03-01-pi1	i	5	0.162552808857738	276.318214978795	2467.88111533956	Cangnan	F3	Female	3	monophthong	1	monophthong	i
F3-03-02-ti1	i	5	0.171203926229955	331.033425355144	2722.33567730558	Cangnan	F3	Female	3	monophthong	1	monophthong	i
F3-03-03-hu2	u	5	0.186628147482045	387.592449840912	1076.09336468048	Cangnan	F3	Female	3	monophthong	1	monophthong	u
F3-03-04-tu2	u	5	0.171298716719418	389.798642622111	1190.97604802796	Cangnan	F3	Female	3	monophthong	1	monophthong	u
F3-03-05-pe2	e	5	0.165301522757123	508.307901699769	2337.89817996051	Cangnan	F3	Female	3	monophthong	1	monophthong	e
F3-03-06-te4	e	5	0.189676926038089	463.807397413671	2428.6174319375	Cangnan	F3	Female	3	monophthong	1	monophthong	e
F3-03-07-pie3	ie	target	0.0354430840509995	289.275785342286	2507.33292458467	Cangnan	F3	Female	3	diphthong	1	onset	i(e)
F3-03-07-pie3	ie	target	0.331256516322804	876.151372017667	2013.01419373421	Cangnan	F3	Female	3	diphthong	2	offset	(i)e
F3-03-08-tie3	ie	target	0.052400792430737	436.171385305947	2504.32539313429	Cangnan	F3	Female	3	diphthong	1	onset	i(e)
F3-03-08-tie3	ie	target	0.343995790310015	803.607406026344	1852.891765809	Cangnan	F3	Female	3	diphthong	2	offset	(i)e
F3-03-09-pue1	ue	target	0.0813688133269994	525.836652912058	1039.74558881898	Cangnan	F3	Female	3	diphthong	1	onset	u(e)
F3-03-09-pue1	ue	target	0.317521910651975	537.8938537057	2127.76063550264	Cangnan	F3	Female	3	diphthong	2	offset	(u)e
F3-03-10-tue2	ue	target	0.0865505987848726	469.248735623789	1104.26680248088	Cangnan	F3	Female	3	diphthong	1	onset	u(e)
F3-03-10-tue2	ue	target	0.357526772550595	551.079096425679	2137.92746198232	Cangnan	F3	Female	3	diphthong	2	offset	(u)e
F3-03-11-pa5	a	5	0.147488717941463	1347.39547159136	1905.18947117314	Cangnan	F3	Female	3	monophthong	1	monophthong	a
F3-03-12-pha3	a	5	0.0874468591471843	1254.48673648061	1827.40078806222	Cangnan	F3	Female	3	monophthong	1	monophthong	a
F3-03-13-tshia2	ia	target	0.0628100499440118	413.170765464018	2566.45887795412	Cangnan	F3	Female	3	diphthong	1	onset	i(a)
F3-03-13-tshia2	ia	target	0.3023646590328	1413.06373691754	2045.11758210612	Cangnan	F3	Female	3	diphthong	2	offset	(i)a
F3-03-14-hia1	ia	target	0.0423925360152604	484.189500575343	2699.28919487294	Cangnan	F3	Female	3	diphthong	1	onset	i(a)
F3-03-14-hia1	ia	target	0.330661780919032	1245.53656204462	1819.80145556982	Cangnan	F3	Female	3	diphthong	2	offset	(i)a
F3-03-15-tua5	ua	target	0.0436986522243413	550.335904966723	1086.40881008129	Cangnan	F3	Female	3	diphthong	1	onset	u(a)
F3-03-15-tua5	ua	target	0.236555370707768	1239.94397573798	1711.20251145613	Cangnan	F3	Female	3	diphthong	2	offset	(u)a
F3-03-16-sua1	ua	target	0.0436444644498047	606.517111452592	1181.07053702574	Cangnan	F3	Female	3	diphthong	1	onset	u(a)
F3-03-16-sua1	ua	target	0.23868066495987	1149.35377903809	1672.53165268003	Cangnan	F3	Female	3	diphthong	2	offset	(u)a
F3-03-17-pO3	ɔ	5	0.120154016565026	809.607839288885	1112.67263667789	Cangnan	F3	Female	3	monophthong	1	monophthong	ɔ
F3-03-18-tO3	ɔ	5	0.142578775624947	860.482887349978	1201.57957538575	Cangnan	F3	Female	3	monophthong	1	monophthong	ɔ
F3-03-19-siO2	iɔ	target	0.0287467011383632	406.344066197361	2212.95661703835	Cangnan	F3	Female	3	diphthong	1	onset	i(ɔ)
F3-03-19-siO2	iɔ	target	0.245192450886038	833.242489468837	1217.49538861524	Cangnan	F3	Female	3	diphthong	2	offset	(i)ɔ
F3-03-20-iO2	iɔ	target	0.033505047017627	326.832113407276	2599.45758413445	Cangnan	F3	Female	3	diphthong	1	onset	i(ɔ)
F3-03-20-iO2	iɔ	target	0.294565205029971	682.645021867611	1156.2350417253	Cangnan	F3	Female	3	diphthong	2	offset	(i)ɔ
F3-03-21-po2	o	5	0.144654072231192	548.563083977256	991.264144927135	Cangnan	F3	Female	3	monophthong	1	monophthong	o
F3-03-22-to1	o	5	0.149863763840927	602.192339384232	1033.2517875981	Cangnan	F3	Female	3	monophthong	1	monophthong	o
F3-03-23-tM1	ɯ	5	0.144022083061012	338.170175702427	2032.05274233287	Cangnan	F3	Female	3	monophthong	1	monophthong	ɯ
F3-03-24-tsM2	ɯ	5	0.15569897804835	348.316538628388	1474.06613066991	Cangnan	F3	Female	3	monophthong	1	monophthong	ɯ
F3-03-25-tsE5	ə	5	0.173375432817186	479.048033677498	1680.89808781965	Cangnan	F3	Female	3	monophthong	1	monophthong	ə
F3-03-26-sE5	ə	5	0.144529314698472	516.615530134615	1732.5442897877	Cangnan	F3	Female	3	monophthong	1	monophthong	ə
F3-03-27-kA3	ɐ	5	0.121353907491821	971.284092891605	1558.08791348508	Cangnan	F3	Female	3	monophthong	1	monophthong	ɐ
F3-03-28-tA2	ɐ	5	0.163585988391252	881.762631329879	1423.9882009885	Cangnan	F3	Female	3	monophthong	1	monophthong	ɐ
F3-03-29-puA2	uɐ	target	0.0675486175747255	566.401745946052	1195.01238425658	Cangnan	F3	Female	3	diphthong	1	onset	u(ɐ)
F3-03-29-puA2	uɐ	target	0.27680248723556	788.196127733402	1374.73173622292	Cangnan	F3	Female	3	diphthong	2	offset	(u)ɐ
F3-03-30-tuA2	uɐ	target	0.0556289264484876	478.639503537769	875.64186923683	Cangnan	F3	Female	3	diphthong	1	onset	u(ɐ)
F3-03-30-tuA2	uɐ	target	0.240440582094019	801.560957834283	1471.47155818316	Cangnan	F3	Female	3	diphthong	2	offset	(u)ɐ
F3-03-31-tiu1	iu	target	0.0351243188287523	480.080582046472	2577.51572822466	Cangnan	F3	Female	3	diphthong	1	onset	i(u)
F3-03-31-tiu1	iu	target	0.25080958913656	535.766194572599	1229.30665396594	Cangnan	F3	Female	3	diphthong	2	offset	(i)u
F3-03-32-kiu3	iu	target	0.0573832917935697	341.548743697698	2633.15342767063	Cangnan	F3	Female	3	diphthong	1	onset	i(u)
F3-03-32-kiu3	iu	target	0.248660931105469	410.261246916789	1236.98192568538	Cangnan	F3	Female	3	diphthong	2	offset	(i)u
F3-03-33-pui2	ui	target	0.047565646802717	526.256055892783	1280.99616607214	Cangnan	F3	Female	3	diphthong	1	onset	u(i)
F3-03-33-pui2	ui	target	0.244988653962381	362.9336684854	2574.27304768613	Cangnan	F3	Female	3	diphthong	2	offset	(u)i
F3-03-34-tui5	ui	target	0.0404022774659791	400.333076678849	1266.86973598993	Cangnan	F3	Female	3	diphthong	1	onset	u(i)
F3-03-34-tui5	ui	target	0.231101027105401	360.083913008972	2464.27354876371	Cangnan	F3	Female	3	diphthong	2	offset	(u)i
F3-03-35-tEu5	əu	target	0.0505646538591933	820.823809081726	1635.75045532409	Cangnan	F3	Female	3	diphthong	1	onset	ə(u)
F3-03-35-tEu5	əu	target	0.27136364237767	480.490423050582	1157.71036155085	Cangnan	F3	Female	3	diphthong	2	offset	(ə)u
F3-03-36-kEu1	əu	target	0.0787368604914234	757.817266878247	1671.71515574564	Cangnan	F3	Female	3	diphthong	1	onset	ə(u)
F3-03-36-kEu1	əu	target	0.306571180211287	529.750233208138	1255.56898141487	Cangnan	F3	Female	3	diphthong	2	offset	(ə)u
F3-03-39-pai2	ai	target	0.0991299696807356	1257.57648304276	1669.10621402427	Cangnan	F3	Female	3	diphthong	1	onset	a(i)
F3-03-39-pai2	ai	target	0.329425813878054	627.414957473819	2519.49315059094	Cangnan	F3	Female	3	diphthong	2	offset	(a)i
F3-03-40-tai3	ai	target	0.0950006530689578	1194.65366738327	1701.21210613968	Cangnan	F3	Female	3	diphthong	1	onset	a(i)
F3-03-40-tai3	ai	target	0.277401906961357	655.425165377532	2288.30120665888	Cangnan	F3	Female	3	diphthong	2	offset	(a)i
F3-03-43-pau1	au	target	0.0911751234151742	1184.47256173477	1720.35725340038	Cangnan	F3	Female	3	diphthong	1	onset	a(u)
F3-03-43-pau1	au	target	0.297094449767813	698.68661808143	1272.16834176544	Cangnan	F3	Female	3	diphthong	2	offset	(a)u
F3-03-44-tau5	au	target	0.0440152776945526	1296.2782756683	1832.62225279167	Cangnan	F3	Female	3	diphthong	1	onset	a(u)
F3-03-44-tau5	au	target	0.291729166115057	696.161538753676	1237.40357759228	Cangnan	F3	Female	3	diphthong	2	offset	(a)u
F3-04-01-pi1	i	5	0.176737629923196	315.520565152789	2601.76310716546	Cangnan	F3	Female	4	monophthong	1	monophthong	i
F3-04-02-ti1	i	5	0.180326840525323	334.270921409441	2682.87153434521	Cangnan	F3	Female	4	monophthong	1	monophthong	i
